subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,Backpacking in Southeast Asia,,47,When are you going? I will be travelling from Beijing to Singapore overland in a span of about 7 weeks during May and June. I'd like to meet up with fellow pinoy travellers around that time.,26-Feb-07,heymikey,0.59,"3,342","i am currently doing my itenerary for this. plan ko is singapore-malaysia-thailand-cambodia-vietnam...not sure pa sa cambodia coz i heard bad travelleres' tales sa cambodia. sino gusto sumama? of course, hindi libre ha. the more the merrier.",sweet_ryan,,,
Travel and Leisure,Backpacking in Southeast Asia,,48,"^ wow that's good! plan ko din june pero if di mag push thru, i'll do it on october...medyo matagal pa pero i'm planning na din kasi excited na ako:-)",26-Feb-07,sweet_ryan,0.51,"2,888",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,49,"hello, may train po ba in singapore na nagoperate ng 1:00-2:00 AM? kse po alanganin un check out namin sa hotel eh.. thanks",26-Feb-07,irishanne,0.01,28,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,50,^Bakit maghohotel ka pa? Avail of the luxury in Changi Airport!,26-Feb-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,51,"Just a quick question: If I have a flight to catch at 7:15AM, can I check-in at Changi at around 11:00PM the previous night and just sleep at the airport?",2-Mar-07,heymikey,0.59,"3,342",^Bakit maghohotel ka pa? Avail of the luxury in Changi Airport!,-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,52,"Here is a rough itinerary for Southeast Asia. Which places not on this list are worth visiting, and which places in the list aren't? I will be arriving in Vietnam from China and I have to be in Singapore in about 4 weeks after in order to catch my flight to Japan. Is this doable in 4 weeks? Vietnam: Hanoi Halong Bay Hue (is it possible to go to Siem Reap from Hue without passing HCMC?) Cambodia: Siem Reap Thailand: Bangkok Chiang Mai (is it worth the stop???) Phuket or Krabi (which is better? which is closer to the Koh Phi Phi islands?) Malaysia: Penang or Langkawi (which is better?) Kuala Lumpur Malacca Singapore",2-Mar-07,heymikey,0.59,"3,342",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,53,Of course. Just pay a few dollars for a shower in their bathrooms. May napping areas sa Changi.,3-Mar-07,-=+cZaRiNa+=-,4.24,"18,337","Just a quick question: If I have a flight to catch at 7:15AM, can I check-in at Changi at around 11:00PM the previous night and just sleep at the airport?",heymikey,,,
Travel and Leisure,Backpacking in Southeast Asia,,54,may napping areas din ba sa bangkok airport? thanks,3-Mar-07,KL,0.1,414,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,55,"Not sure but I think meron naman. Mero naman siguro lahat ng airport, hindi nga lang as luxurious as Changi's.",3-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",may napping areas din ba sa bangkok airport? thanks,KL,,,
Travel and Leisure,Backpacking in Southeast Asia,,56,sa changi may Starbucks...24Hrs sya bukas...dami dun tumatambay na byahero in all types of races guilty ako dun,3-Mar-07,floreno,1.63,"10,414",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,57,Wow! Parang maa-addict ako lalo sa Starbucks.,4-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",sa changi may Starbucks...24Hrs sya bukas...dami dun tumatambay na byahero in all types of races guilty ako dun,floreno,,,
Travel and Leisure,Backpacking in Southeast Asia,,58,"Yup. It's faster too. Seriously, kung point to point lang naman ang kailangan mo, JetStar is the way to go.",5-Mar-07,monsterboy,1.06,"6,438",Good deal ba ang Silk Air or Tiger Airways Singapore to Siem Reap (one way)? O land transpo na lang? http://www.silkair.com/mbe/images/loading.gif,-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,59,Ok sana kung merong Bangkok-Siem Reap kasi ito ang trail ng backpacking ko: Singapore-Kuala Lumpur-Phuket-Bangkok-Siem Reap. The most possible route for Jetstar with that itinerary is Singapore-Siem Reap. So pa'no na ang KL-Phuket-Bangkok?,5-Mar-07,-=+cZaRiNa+=-,4.24,"18,337","Yup. It's faster too. Seriously, kung point to point lang naman ang kailangan mo, JetStar is the way to go.",monsterboy,,,
Travel and Leisure,Backpacking in Southeast Asia,,60,There's a flight from Bangkok to Siam Reap,5-Mar-07,monsterboy,1.06,"6,438",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,61,"http://upload.wikimedia.org/wikipedia/en/1/17/Logo_airasia.gif In Air Asia, may Bangkok-Phom Penh-Bangkok (err, no direct flight to Siem Reap) at 3,198 baht or roughly 4,689.56 pesos.",5-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,62,"Really? Just low-cost no frills airline please. What's it, btw?",5-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",There's a flight from Bangkok to Siam Reap,monsterboy,,,
Travel and Leisure,Backpacking in Southeast Asia,,63,"Bangkok Airways 11,000 baht is so EXPENSIVE! Bangkok to Siem Reap overland",5-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,http://www.travelfish.org/feature/71
Travel and Leisure,Backpacking in Southeast Asia,,64,"Unfortunately, I don't think I will be able to check-in early at Changi. It varies from airline to airline. I will be flying with United Airlines from Singapore to Tokyo and, according to the website , they don't have early check-in. Since my flight is at 7:15 AM and I have to be at the airport at least 2 hours before departure, and since the MRT only starts operating just before 6AM, I will either have to take a taxi (which I don't want to) or camp out at the check-in counter (which I also don't want to). Are there buses in Singapore that operate early in the morning? Or better yet, are there any cheap accommodations just beside the airport that is cheap (under USD30)?",15-Mar-07,heymikey,0.59,"3,342",Of course. Just pay a few dollars for a shower in their bathrooms. May napping areas sa Changi.,-=+cZaRiNa+=-,,,http://www.changiairport.com/changi/en/airport_guide/departure/check_in/early_checkin.html
Travel and Leisure,Backpacking in Southeast Asia,,65,"^Maybe, try browsing that website for the answer.",16-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,66,"^ I guess I'll just take a cab. According to the responses from this thread , it shouldn't be as expensive as I once thought.",16-Mar-07,heymikey,0.59,"3,342",,,,,http://forum.virtualtourist.com/10/discussion-333988-1-1-Travel-0-2123-Singapore-discussion.html?wosid=bWaktwOC09QxDO4qFpuJN0
Travel and Leisure,Backpacking in Southeast Asia,,67,"czarina: Bangkok Airways nga yun. Mahal! heymikey: You could check out Changi's hotel airport/lounge. It's about 18USD...near the cinema. Check mo na lang ang complete facilities ng SIN airport - it's one the world's best, so I'm sure you'll find one of their facilities that'll suit your needs",18-Mar-07,monsterboy,1.06,"6,438",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,68,monsterboy : I think AirAsia Siem Reap-KL is a good deal. I should take the bus and train (quite a challenge and adventure) from Bangkok to Siem Reap. Para naman maexperience ko yung mga pinopost sa Tales of Asia. Then Siem Reap-KL na lang via AirAsia.,18-Mar-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,69,"^ Czarina, kelan yung SEA backpack tour mo?",19-Mar-07,sweet_ryan,0.51,"2,888",,,,,
Travel and Leisure,Backpacking in Southeast Asia,burma/myanmar,70,"I'm including Burma in my SE Asia backpacking. Will visit Yangon, Mandalay and Inle Lake. I'm travelling solo. I really need some input on where to stay, budget to be allocated, etc. I searched online but I can't seem to find hotels with ""good"" reviews. Pls help. Thanks.",14-Apr-07,ngyaaaw,0,16,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,71,"Wow Burma! If I had the time, I would have definitely included it in my itinerary. Anyway, according to my Lonely Planet guidebook, you should allocate around USD12-20 a day (it was printed last year so I will have to say around USD 15-30 a day). Other prices listed: guesthouse: USD3-8 4hr bus ride: USD1.50-2.50 beer: USD1 visa: USD20 for 28 days (extension: USD36)",14-Apr-07,heymikey,0.59,"3,342",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,72,"Siguro next year. Hotels? Try looking for the cheapest ho S tels, I guess traveling is not for luxury but for adventure and discovery of new cultures and traditions. Siguro yan ang na-suggest ko kasi I'm more on adventure kasi. I'm even considering not to check in hostels but to sleep in airport, bus terminal or at the park. Dapat may kasama ako nun ha at sure akong secured ang place.",14-Apr-07,-=+cZaRiNa+=-,4.24,"18,337","^ Czarina, kelan yung SEA backpack tour mo?,<sep>,I'm including Burma in my SE Asia backpacking. Will visit Yangon, Mandalay and Inle Lake. I'm travelling solo. I really need some input on where to stay, budget to be allocated, etc. I searched online but I can't seem to find hotels with ""good"" reviews. Pls help. Thanks.","sweet_ryan,ngyaaaw",,,
Travel and Leisure,Backpacking in Southeast Asia,,73,"Singapore-Vietnam here I come! Mla-Sin : Php10,000 (PAL) Sin-Viet : Php 5,000 (Tiger)",15-Apr-07,barabbas,0.02,80,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,74,"^Ouch, ang mahal ng MNL-SIN via PR (not recommended for backpacking).",15-Apr-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,myanmar,75,"i don't mind sleeping in a train/bus/ferry or even at airports, but myanmar does have a reputation of being ""not-too-welcoming"" with outsiders (what with all their quirky policies, but hey its their turf). hmm. medyo challenging 'tong leg na to ng trip. good luck na lang sa 'kin.",17-Apr-07,ngyaaaw,0,16,"Siguro next year. Hotels? Try looking for the cheapest ho S tels, I guess traveling is not for luxury but for adventure and discovery of new cultures and traditions. Siguro yan ang na-suggest ko kasi I'm more on adventure kasi. I'm even considering not to check in hostels but to sleep in airport, bus terminal or at the park. Dapat may kasama ako nun ha at sure akong secured ang place.",-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,76,"I'm scared din sa Myanmar. Military government, naku natatakot na ako.",17-Apr-07,-=+cZaRiNa+=-,4.24,"18,337","i don't mind sleeping in a train/bus/ferry or even at airports, but myanmar does have a reputation of being ""not-too-welcoming"" with outsiders (what with all their quirky policies, but hey its their turf). hmm. medyo challenging 'tong leg na to ng trip. good luck na lang sa 'kin.",ngyaaaw,,,
Travel and Leisure,Backpacking in Southeast Asia,,77,"Hi, anybody here can suggest an itinerary, I plan to enter and exit via Singapore, what's a good route? My initial thoughts are Singapore - Indonesia (via Bintan then Jakarta then Bali) then Bangkok then Malaysia then back to Singapore.",3-Jun-07,liontamer,0.27,"1,055",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,78,next year? 25k budget mo? parang gusto ko sumama ah! wala kasi akong mahanap na kasama.. pipilitin ko pa friend ko..,3-Jun-07,sassy_gurlü,0.48,"2,270",Siguro next year.,-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,79,"ako yayain nyo..... sama ako, kaladkarin ako!",4-Jun-07,baileys^,0.13,580,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,80,"sassy_gurlü , hindi ako matutuloy eh. Maghihintay muna ako ng tamang panahon although di ko naman masyadong problema ang pera. Haaay life.",4-Jun-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,81,wow. MONEY IS NOT A PROBLEM TO YOU.... sana ako din.... nyeheheh!,4-Jun-07,baileys^,0.13,580,"sassy_gurlü , hindi ako matutuloy eh. Maghihintay muna ako ng tamang panahon although di ko naman masyadong problema ang pera. Haaay life.",-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,82,^Hindi kami mayaman pero mas malaki kong problema eh ang panahon ko.,4-Jun-07,-=+cZaRiNa+=-,4.24,"18,337",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,83,naku! okay lang naman yun.. hindi rin kasi ako nagmamadali kasi kapos pa ako sa budget eh.. need to save money muna..,5-Jun-07,sassy_gurlü,0.48,"2,270","sassy_gurlü , hindi ako matutuloy eh. Maghihintay muna ako ng tamang panahon although di ko naman masyadong problema ang pera. Haaay life.",-=+cZaRiNa+=-,,,
Travel and Leisure,Backpacking in Southeast Asia,,84,pwede bang one way ticket to singapore then train(pero wala pang tickets) to Malaysia-Thailand-Cambodia then one way to ticket to manila na. di ba magkakaproblema sa immigration sa mga countries na nabanggit ko?,13-Jun-07,maratangtang,0,9,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,85,"usually pag-overland, hindi ka hahanapan ng return tickets. actually from my experience, racism lang ang pagtatanong ng return tickets. I have met a lot of backpackers when I traveled last year, there are 3 Scottish people that I've met and they are teaching English in Thailand on a tourist visa. Once the visa is about to expire, they usually go to the border for a visa run then comeback for a few days to have a ""renewed"" 3 months visa. wag lang kayo papa-intimidate. Oh, and by the way, brace yourself at the Cambodia-Thailand border. hehehe. You're in for a ride. Extra careful ha, daming mandurukot. hehehe.",14-Jun-07,SuPeR_MaN,0.31,"2,003",pwede bang one way ticket to singapore then train(pero wala pang tickets) to Malaysia-Thailand-Cambodia then one way to ticket to manila na. di ba magkakaproblema sa immigration sa mga countries na nabanggit ko?,maratangtang,,,
Travel and Leisure,Backpacking in Southeast Asia,,86,"eto pala blog ko, though it wasn't updated for a while, I am sure included yung Southeast Asia trip ko diyan. http://lonelypinoy.blogspot.com",14-Jun-07,SuPeR_MaN,0.31,"2,003",,,,,http://lonelypinoy.blogspot.com
Travel and Leisure,Backpacking in Southeast Asia,,87,ahhh so hindi ako haharangin sa singapore kahit exit ticket ko sa bangkok pa dahil wala pa ako train tickets.,15-Jun-07,maratangtang,0,9,"usually pag-overland, hindi ka hahanapan ng return tickets. actually from my experience, racism lang ang pagtatanong ng return tickets. I have met a lot of backpackers when I traveled last year, there are 3 Scottish people that I've met and they are teaching English in Thailand on a tourist visa. Once the visa is about to expire, they usually go to the border for a visa run then comeback for a few days to have a ""renewed"" 3 months visa. wag lang kayo papa-intimidate. Oh, and by the way, brace yourself at the Cambodia-Thailand border. hehehe. You're in for a ride. Extra careful ha, daming mandurukot. hehehe.",SuPeR_MaN,,,
Travel and Leisure,Backpacking in Southeast Asia,,88,"That's ok, if asked, just tell them your travel plans. Don't show any nervousness para di sila maging suspicious. I went to Singapore around 3 weeks ago. My plan was to take a bus to KL. I did not have return tickets or bus tickets yet, but the immigration officer didn't even ask me any questions, I just gave her my passport, she looked at it, then looked at me, then she just stamped my passport for a 30 day visit pass.",21-Jun-07,kateh,0.03,154,ahhh so hindi ako haharangin sa singapore kahit exit ticket ko sa bangkok pa dahil wala pa ako train tickets.,maratangtang,,,
Travel and Leisure,Backpacking in Southeast Asia,,89,"this is my same question... like maratangtang i suddenly get curious about backpacking... so ilang tickets ba ang kailangan ko, if i plan to do overland.. i plan to enter in singapore, then exit in thailand... so paano yung tickets ko, one way lang papuntang singapore then another ticket bound to manila from bangkok? o kailangan 2 way ticket, meaning singapore-malaysia-thailand-singapore??? sure wala bang magiging problem sa imigration?",21-Jun-07,dWitch,0.21,"1,047",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,90,"There is this thing called ""open jaw"" ticket where you fly in to one city and fly out of another. So, you can buy a ticket to MNL-SIN and BKK-MNL together for about the same price as 1 round-trip ticket. Don't buy the tickets one way each. It would be more expensive than buying 1 open-jaw ticket.",30-Jun-07,heymikey,0.59,"3,342","this is my same question... like maratangtang i suddenly get curious about backpacking... so ilang tickets ba ang kailangan ko, if i plan to do overland.. i plan to enter in singapore, then exit in thailand... so paano yung tickets ko, one way lang papuntang singapore then another ticket bound to manila from bangkok? o kailangan 2 way ticket, meaning singapore-malaysia-thailand-singapore??? sure wala bang magiging problem sa imigration?",dWitch,,,
Travel and Leisure,Backpacking in Southeast Asia,,91,"That's really weird. I was traveling with my Canadian passport and this b!tch gave me a hard time at the border (between Johor Bahru, Malaysia and Singapore). Even though I was traveling overland, she asked for my onward flight ticket and not only that, she actually had to write it all down and then she said to me that she ""will verify it"" (as if I would lie about it). Although to be fair, I did not write anything specific on the ""Address in Singapore"" field in the arrival form and instead wrote down ""Hotel"". Well, as a typical backpacker, I was winging it and did not have any reservations made beforehand, and the fact that I wrote down ""PHILIPPINES"" in all caps in the ""Place of Birth"" field on the arrival form gave them suspicion. Then, she said ""oh, you were born in the Philippines but you live in Canada now"" and I said yes with my eyes rolling at her and then she let me go.",30-Jun-07,heymikey,0.59,"3,342","That's ok, if asked, just tell them your travel plans. Don't show any nervousness para di sila maging suspicious. I went to Singapore around 3 weeks ago. My plan was to take a bus to KL. I did not have return tickets or bus tickets yet, but the immigration officer didn't even ask me any questions, I just gave her my passport, she looked at it, then looked at me, then she just stamped my passport for a 30 day visit pass.",kateh,,,
Travel and Leisure,Backpacking in Southeast Asia,,92,"Yes there is a south east asia package wherein you choose at least 3 cities and you get to ride the official carriers of those countries but there is a specific order of the cities. The better known travel agents in manila know about it. you know that getting a one way ticket is usually nealy equal the price of a one way if you go to pal or Sq. if you really want to spend less, go for the budget airlines cebu pacific, tiger or air asia which usually offer one way tickets which are really half the cost of a round trip. you can use tiger/cebpacific to singapore, go overland (train or bus) to KL then train to bangkok and return to Manila via Ceb pacific. Of course you shouldnt compare budget airline with the regular ones. (read on the threads re late flights, no food, no seating assignments etc..) But hey they are cheap and bring you to the same destination and that is what counts to some of us.if you dont have *****y or Obsessive compulsive travel mates who complain a lot then if OK. You can save a few bucks on hotels by travelling night time. We left Singapore at midnight and arrived KL at around 5am. There are various buses with fares ranging from 24 to 6 75 SGD. Pero even the cheapest is better than our buses in Manila. Usually 3 per row ang arrangement 1-aisle-2 seats. Train takes longer Sing to KL but arrives around 6. Di ka magaantay ng madaling araw. Immigration worries depends kung malas ka sa immig officer. its better if you have your ticket pabalik Manila even though it will not be from the country you are entering next. Tell them you have plans to go to the next country by bus before you will use the plane ticket. Advance purchase of tickets is not usually the norm unelsss you use aeroline or the other costly buses.",1-Jul-07,biff'ed,0.03,123,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,93,"thanks for this tip, so meron palang ""open jaw"" na tinatawag... very useful...",21-Jul-07,dWitch,0.21,"1,047",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,94,"I'm doing this right now... I'm here at Luang Prabang, Laos...ok naman dito safe at madaming turista. Yun nga lang ako lang ang pinoy na nakikita ko dito tuloy napapagkamalan akong tagadito. hehehehe Masaya magbackpacking. Yung tipong 5 pirasong tshirt lang at 3 shorts ang dala mo. hehehe. buti na lang may laundry service ang mga guest houses pero sobrang mura lang naman. parang presyo din sa pinas ang palaba. Sunod punta kami ng Vang Vienne. Ok daw dun mas maraming turista. Nakakagulat nga dito sa Luang Prabang yung mga turista dun lang kumakain sa mga nakakariton na pagkain. Umuupo sa may kanal pero kain pa din sila. Siguro exotic sa kanila yun..**** pero kung sa pinas ko gagawin un yuck! Hehehehe... Di nga ko kumakain sa turo turo eh. pero dito since kasama ko tong mga nakilala ko sa Chiang Mai nahihiya naman akong tumanggi kumain dun. Dami ko kasi nakilala from Chiang Mai eh may British na chick, Australian addict, British na Indian, Swiss. etc. tapos dito sa Luang Prabang makikita kita kayo kasi maliit lang naman so sila makakasama mo kagimikan. Dapat marunong ka makisama. So sino ba naman ako para nde kumain sa may kanal! Hahahaha! Ok lang naman sana di sumakit tyan ko. Pero so far ok naman. Iniisip ko tuloy, bakit kaya sa pinas kahit sa mejo ok na Tapsihan di mo mapapkain ang mga puti or foreigners pero dito sa Laos at Thailand kahit na nakikita nilang may ipis sa loob ng restaurant kumakain pa din sila... Hehehe. nawalan nga ko ng gana nung nakakita ko ng daga na kasing laki ng pusa sa Chiang Mai. Madumi sa Chiang Mai pero bakit ang daming turista. Parang puro turista nga nakita ko konti lang ang mga Thai. Halos lahat turista. Dito sa Luang Prabang kahit mga naglalakad lang na may dalang bilao kinukunan ng picture ng mga turista. Ewan ko pero maganda naman sa mga lugar dito kaya lang iniisip ko meron din sa pinas nito kaya siguro bihira ang mga Pinoy na nagtatravel dito. Pero magandang experience yung makameet ka ng mga travellers from other countries. Masaya. Palitan kayo ng email, mobile number or kung may Facebook ka mas ok. Yun kasi ang uso sa mga puti. Hindi nila alam ang friendster. Mainit dito pero maraming mabibilan ng mineral water! Hehehehe. Tapos pwede ka magrent ng bike para maikot mo buong city. Siguro 1 day lang pwede na. Hopefullysa Vang Vienne eh mas ok. Report ko ulit kung ano ang experience ko dun. Sa mga nakakausap ko ayaw nila tumuloy ng Pinas kasi daw wala sa trail. Kelangan pa daw kasing mag travel by air. Binibida ko pa naman mga tourist spots natin. Sabi ko sa Hanoi or Macau sila lumipad para mura. Yung iba kasi from Bangkok ang return flight nila to their countries. Kaya mahirap daw. Sa mga nakapunta naman sa Pinas sabi nila the best daw ang Pinas sa mga pinunthan nila at mas friendly at madaling kausap mga tao. Syempre magaling tayo sa english. Putcha sa Chiang Mai ni hindi ako maintindihan nung money changer. Pano kaya napasok sa trabaho un eh puro foreigner dapat customer nya so dapat marunong sya magenglish kahit basic lang. Buti pa dito sa Luang Prabang *** mga nagbebenta ng bracelet eh magaling magenglish kasi nag-aaral daw sila sa school ng english. Anyways, iniisip ko lahat ng nandito meron din tayo. Kung may temple sila na luma may mga simbahan din tayong luma. Kaya lang bakit sa kanila ang dali mamasyal. Tapos may mga maps at mga tour packages pag dating mo mismo sa city. Sa pinas ba may mga libreng mapa din binibigay sa mga foreigners? Di ko kasi alam eh. Pero sa Chiang Mai parang isang malaking theme park. Lahat ng bahay na madaanan mo kung nde guest house, restaurant o kaya mamimigay ng tour package brochure. Hindi ka talaga mawawala. Ayun lang po mga observation ko pero ok na maexperience nating mga pinoy ang backpacking sa southeast asia, actually backpacking talaga dapat nde advisable magdala ka ng mga mamahaling maleta mo kasi baka singilin ka ng 2 tao sa bangka! Hehehe... Joke. Mas madali kasing kumilos pag backpack lang dala mo. Siguro sa arte na rin siguro ng mga pinoy sa pag travel kaya sila nde nagtatry magbackpack. usually kasi tayo kahit sa boracay lang pupunta grabe mga dala at magpapabook pa talaga ng accomodation in advance. Masyado tayong sigurista at maarte pag nagtravel. Kaya ayun, lessons learned na din sakin, sa kakapalit ko ng damit dahil maarte ako mag-ulit kahit shorts, ang mahal ng bayad ko sa pagpalaba ng maruming damit kasi ang dami. hehehehe... Hanggang dito muna... next time na ulit... mahal na bayad ko sa internet... hehehehe.bye",21-Jul-07,cool_egg,0.05,205,,,,,
Travel and Leisure,Backpacking in Southeast Asia,,95,"It's great you are having fun! Reading your post, I wish I was still on the road again.",22-Jul-07,heymikey,0.59,"3,342",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,96,"Galing mong mag-kuwento, cool egg! para tuloy ako ang naglalakbay sa mga deskripsiyon mo! kaya naman tuwang-tuwa mga puti diyan sa mga locals maski nagbubuhat lang sila ng bilao - ay dahil exotic ang dating niyan sa kanila! at ang kumain sa tabi ng kanal ay exciting! oo nga, sayang nga lang at sa ganda ng ating bansang Pilipinas ay hindi kasing-popular bisitahin ng mga puti. unang-una kasing problema, ang mahal ng airfare! tapos iniisip nila, iisang bansa lang makikita nila! kulang tayo sa promotion!",22-Jul-07,mariadams,0.86,"3,572",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,97,"ako pala nag-start ng thread na ito. hehe.. i really want to do this but time and money won't permit. probably yung fear na rin sa language barrier. recently kasi nagpunta ako ng beijing. grabe sa hirap makipag-communicate so kailangan ko pa ng mas maraming lakas ng loob para pumunta sa myanmar, laos, at cambodia. kamusta naman ang english sa mga nasabi kong bansa? i'm fine with communicating in bangkok but i had a hard time in beijing.",22-Jul-07,mac326,0.51,"3,205",,,,,
Travel and Leisure,Backpacking in Southeast Asia,,98,ang saya naman ng kwento ni cool egg! astig! wish i can do the same this year or next year... hahanap muna ko ng cowboy na partner in crime... hehehe,22-Jul-07,dWitch,0.21,"1,047",,,,,
