subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,"Baler, Aurora",,57,"salamat sa kaalamang binahagi mo. matanong ko lang din, ayon sa iyong maraming karanasan sa pabalikbalik dun, kung magkano ba ang dapat ilaang kaperahan para sa 2 gabing pananatili sa lalawigan ng Baler bawat isang tao?",7-Mar-10,project_ichigo,2.19,"6,447","Marami na ata dun. Sa mismong sabang. Ang natignan ko yung Bay's Inn at Bahia de Baler Resort. Mas okay yung isa, nakalimutan ko lang yung alin diyan. Mas makakarelax ka kasi parang hindi crowded. Yung isa kasi, mas maliit, parang tulog lang talaga. Pero mas mahal ng konti, konti lang naman. Parehong nasa sabang/beach naman yan, so okay na din. May mga directory dito ng mga resorts/inn sa Baler. Kung gusto mo sa beach, yung Bgy. Sabang ang mga piliin mo. May packages din sila dito . Kung wala kayong kakilala dun, mas mainam na patulan mo na yan, kasi sa totoo lang, ilang beses na kong bumalik dun, pero hindi ko pa napupuntahan karamihan ng mga lugar na sinasabi nila.",rainame,,,
Travel and Leisure,"Baler, Aurora",,58,"Just got home from Baler.. Nice waves. Mejo may konting complain lang ako sa customer service ng mga restaurants dun. Super bagal nila. But then over-all, it was a nice experience, We stayed at bahia Baler Garden Resort. I wanna go back for surfing again",7-Mar-10,Hisbenz,0.43,"2,007",,,,,
Travel and Leisure,"Baler, Aurora",,59,"Hehe. Tagalog na tagalog ka din ha. Pag dating mo dun yung mga tao, sobrang tagalog. Honestly, i have no idea how much it would cost for a tourist. I have so many relatives there so I don't need to visit the place with so much money. But cost of living there is not that expensive, so with 5K for 2 nights prolly will go a long way. I'm not sure, though. Better ask Hisbenz here. ^",8-Mar-10,rainame,0.08,224,"salamat sa kaalamang binahagi mo. matanong ko lang din, ayon sa iyong maraming karanasan sa pabalikbalik dun, kung magkano ba ang dapat ilaang kaperahan para sa 2 gabing pananatili sa lalawigan ng Baler bawat isang tao?",project_ichigo,,,
Travel and Leisure,"Baler, Aurora",,60,"We only spent a night in Baler since we do back packing and we're only with surfing. Sa accomodation, we stayed at Bahia Baler Garden Resort and we only paid for 1,900 for 3 people inclusive of complimentary breakfast. Two thumbs up to the room, spacious with cable tv, hot/cold shower and its really along side the surfing area. If you're fond of surfing, P350 lang per hour that includes a trainer.",8-Mar-10,Hisbenz,0.43,"2,007",,,,,
Travel and Leisure,"Baler, Aurora",,61,"I've been here last july, 2009 during the Maria Aurora's fiesta. Really, really nice place. Here are some pics: http://i16.photobucket.com/albums/b38/mbaja/au.jpg the largest tree in south east asia http://i16.photobucket.com/albums/b38/mbaja/au22.jpg beautiful falls http://i16.photobucket.com/albums/b38/mbaja/au99.jpg street dance",9-Mar-10,ladyrevolver,0.21,946,,,,,
Travel and Leisure,"Baler, Aurora",,62,"ah... sige salamat. tiga aurora ka pala talaga. sige tanungin ko tong quote na nasa baba ng quote mo.. gano katagal ang byahe at san banda yang rresort na yan? malayo ba sa bus station? kung mag sight seeing kami, madali lang ba ang paikot-ikot dun? la kami sasakyan kasi. commute lang talaga.",10-Mar-10,project_ichigo,2.19,"6,447","Hehe. Tagalog na tagalog ka din ha. Pag dating mo dun yung mga tao, sobrang tagalog. Honestly, i have no idea how much it would cost for a tourist. I have so many relatives there so I don't need to visit the place with so much money. But cost of living there is not that expensive, so with 5K for 2 nights prolly will go a long way. I'm not sure, though. Better ask Hisbenz here. ^,<sep>,We only spent a night in Baler since we do back packing and we're only with surfing. Sa accomodation, we stayed at Bahia Baler Garden Resort and we only paid for 1,900 for 3 people inclusive of complimentary breakfast. Two thumbs up to the room, spacious with cable tv, hot/cold shower and its really along side the surfing area. If you're fond of surfing, P350 lang per hour that includes a trainer.","rainame,Hisbenz",,,
Travel and Leisure,"Baler, Aurora",,63,Anong oras ang unang bus dun na pa-Cabanatuan o Baguio? Saka sa Canili na ba ang daan ng lahat ng bus?,10-Mar-10,AbulugAdventure,3.63,"20,709",,,,,
Travel and Leisure,"Baler, Aurora",,64,"IF you go on commute, that would take you around 7-8 hrs. inclusive of stop over. Malapit lang yung Bus station sa beach, wala pang 10 mins ride thru trike. Magakkalapit lang yung church, museo de baler at yung surfing area.",10-Mar-10,Hisbenz,0.43,"2,007","gano katagal ang byahe at san banda yang rresort na yan? malayo ba sa bus station? kung mag sight seeing kami, madali lang ba ang paikot-ikot dun? la kami sasakyan kasi. commute lang talaga.",project_ichigo,,,
Travel and Leisure,"Baler, Aurora",,65,is a 3k budget enough for a 3D-2N stay in Baler? (all in),15-Mar-10,project_ichigo,2.19,"6,447","IF you go on commute, that would take you around 7-8 hrs. inclusive of stop over. Malapit lang yung Bus station sa beach, wala pang 10 mins ride thru trike. Magakkalapit lang yung church, museo de baler at yung surfing area.",Hisbenz,,,
Travel and Leisure,"Baler, Aurora",,66,Puwede na as long as di kayo magrerent for surfing.,15-Mar-10,Hisbenz,0.43,"2,007",is a 3k budget enough for a 3D-2N stay in Baler? (all in),project_ichigo,,,
Travel and Leisure,"Baler, Aurora",,67,"wow salamat. di naman ako marunong lumangoy so surfing is out of the question, sight seeing lang gagawin ko. di ba delikado pumunta dun? madalas daw ma-holdap yung genesis bus.",16-Mar-10,project_ichigo,2.19,"6,447",Puwede na as long as di kayo magrerent for surfing.,Hisbenz,,,
Travel and Leisure,"Baler, Aurora",,68,That was my previous question about the holdapan. I believe it was just a sole incident. We arrived safe naman. Enjoy,16-Mar-10,Hisbenz,0.43,"2,007","wow salamat. di naman ako marunong lumangoy so surfing is out of the question, sight seeing lang gagawin ko. di ba delikado pumunta dun? madalas daw ma-holdap yung genesis bus.",project_ichigo,,,
Travel and Leisure,"Baler, Aurora",,69,thanks.,17-Mar-10,project_ichigo,2.19,"6,447",,,,,
Travel and Leisure,"Baler, Aurora",,70,"Hi guys, May surfing and countryside tour packages kami to Baler. Check it at: http://www.e-philippines.com.ph/phil...er-bay-aurora/ Happy travels! =)",17-Mar-10,ephilippines,0.06,207,,,,,http://www.e-philippines.com.ph/philippine-destinations/baler-bay-aurora/
Travel and Leisure,"Baler, Aurora",,71,"hehehe nakapunta na rin dito sa wakas. hehehe sulit ang 8hrs na byahe. wala lang kwenta yung pasalubong center sa bus terminal. same halos sa mga keychain sa bagiou, baler lang ang tatak tapos ang mamahal pa ng t-shirts. sarap ng food sa bay's inn. recommended ko yung tapa nila.",20-Apr-10,project_ichigo,2.19,"6,447",,,,,
Travel and Leisure,"Baler, Aurora",,72,^wow nice to hear. I love their food too.,20-Apr-10,Hisbenz,0.43,"2,007",,,,,
Travel and Leisure,"Baler, Aurora",,73,^ thanks sa mga tips on how to go there. sana di na ma-develop masyado yung mga beaches dun para maretain yung natural beauty ng place. highly recommended na place to to unwind.,20-Apr-10,project_ichigo,2.19,"6,447",,,,,
Travel and Leisure,"Baler, Aurora",,74,"^ i agree. Honestly unti unti nang dumadami ang tao dun. I mean, we cant stop development but i hope it will not be as crowded as other beaches. I remember going to Anawanging way back 2007 and 2008. Now everyone is going to that place. Did you try surfing?",20-Apr-10,Hisbenz,0.43,"2,007",,,,,
Travel and Leisure,"Baler, Aurora",,75,"onga. sana di ma over develop. yung anawangin bakya na. i went there last year, ibang iba sa mga nabasa ko sa mga blogs na written nung 2008 or 2007. i was fortunate to experience the beauty of dikasalarin beach sa property ni sen angara, 30mins boat ride from sabang beach. walang sinabi yung anawangin dun. yung ang totoong white sand(unlike yung lahar sand ng anawangin na bloggers claim to be ""white"") at yung fresh water river ng anawangin na almost stagnant na nung pumunta ako last year. yung river ng dikasalarin ay dumadaloy pa. Di ko na try kasi medyo tipid-tipid ako sa budget, inuna ko kasi sight seeing with the tricycle driver. i'm planning to return there to try surfing at mag fishing nalang.",20-Apr-10,project_ichigo,2.19,"6,447","^ i agree. Honestly unti unti nang dumadami ang tao dun. I mean, we cant stop development but i hope it will not be as crowded as other beaches. I remember going to Anawanging way back 2007 and 2008. Now everyone is going to that place. Did you try surfing?",Hisbenz,,,
Travel and Leisure,"Baler, Aurora",,76,Tumira ako sa pinsan ko sa Maria Aurora which is another town of Aurora for over a year at ang masasabi ko lang eh maganda nga ang Baler. Mas okay na ang travelling ngayon dahil sementado na ang daan na dati eh rough road pa. I'm planning to spend my summer vacation next year there.,20-Apr-10,aslowruler,1.27,"3,619",,,,,
Travel and Leisure,"Baler, Aurora",,77,"@project, yeah you should try surfing. Iba kasi yung wave sa baler when compared to zambales or la union kaya mejo na inlove din ako sa baler. haha. The wave is just perfect as well for beginners.",20-Apr-10,Hisbenz,0.43,"2,007",,,,,
Travel and Leisure,"Baler, Aurora",,78,yup. nasa to-do list ko na yun. i'm planning to go there ulit next month kung may makakasama ako na mahilig din sa adventure. ok nga alon dun sa sabang. ^^ mabilis na nga daw ang byahe ngayon compared dati. sana lang hindi limited ang byahe ng aircon bus pabalik ng maynila para di naghahabol ng oras.,21-Apr-10,project_ichigo,2.19,"6,447","@project, yeah you should try surfing. Iba kasi yung wave sa baler when compared to zambales or la union kaya mejo na inlove din ako sa baler. haha. The wave is just perfect as well for beginners.",Hisbenz,,,
Travel and Leisure,"Baler, Aurora",,79,"yup, mas mabilis na ang byahe. Thanks to sctex. Hopefully gawan na ring at least hnaggang gabi ang byahe pabalik manila. As far as i know hanggang hapon lang ang byahe ng mga Van routung to cabanatuan. At yung Genesis Bus naman alam ko sa umaga lang siya available.",21-Apr-10,Hisbenz,0.43,"2,007",yup. nasa to-do list ko na yun. i'm planning to go there ulit next month kung may makakasama ako na mahilig din sa adventure. ok nga alon dun sa sabang. ^^ mabilis na nga daw ang byahe ngayon compared dati. sana lang hindi limited ang byahe ng aircon bus pabalik ng maynila para di naghahabol ng oras.,project_ichigo,,,
Travel and Leisure,"Baler, Aurora",,80,"hanggang 8:30 -9 am lang yung biyahe daw ng genesis na deretso hanggang pasay. yung nasakyan namin, genesis parin pero last trip na nila yun hanggang cabanatuan for the day. 3pm yun pero umalis ng 3:30. from cabanatuan, transfer kami ng bus pabalik na ng maynila.",22-Apr-10,project_ichigo,2.19,"6,447","yup, mas mabilis na ang byahe. Thanks to sctex. Hopefully gawan na ring at least hnaggang gabi ang byahe pabalik manila. As far as i know hanggang hapon lang ang byahe ng mga Van routung to cabanatuan. At yung Genesis Bus naman alam ko sa umaga lang siya available.",Hisbenz,,,
Travel and Leisure,"Baler, Aurora",,81,"reading back pages, I enjoyed my trips to the North recently. All year round ba ang surfing dito?",20-Sep-10,markpaul,4.48,"25,524",,,,,
Travel and Leisure,"Baler, Aurora",,82,the peak periods for consistent good quality waves is from October to February.,20-Sep-10,Hisbenz,0.43,"2,007","reading back pages, I enjoyed my trips to the North recently. All year round ba ang surfing dito?",markpaul,,,
Travel and Leisure,"Baler, Aurora",,83,hindi naman ba nakakatakot ang daan going to baler in terms of being accident prone?,13-Oct-10,littleteap0t,0,19,,,,,
Travel and Leisure,"Baler, Aurora",,84,Blog Entry ko tungkol sa Aurora Baler. http://pinoybyahero.blogspot.com/sea.../Places-Aurora http://pinoybyahero.blogspot.com/sea.../Places-Aurora,20-Oct-10,KingTriton,0.27,"1,680",,,,,"http://pinoybyahero.blogspot.com/search/label/Places-Aurora,http://pinoybyahero.blogspot.com/search/label/Places-Aurora"
Travel and Leisure,"Baler, Aurora",,85,^ Seems like you've been everywhere - I see links to your blog in most of the threads. Nice blog,20-Oct-10,hollister09,0.11,325,,,,,
Travel and Leisure,"Baler, Aurora",,86,"I Love Baler so much. I ussually travel there on my own, without fear or apprehension. Last Dec. I travelled up at around 11:35 pm, twas foggy and I just passed the long bridge of Pantabangan. All way through to Baler was passive, no hindrance nor delays I have encountered: Very Peaceful. And mind you of the road, its 90% complete. Travel time from Cabanatuan to Baler a definite 1.45 Hours at an average speed of 55 km/h. This holy week, you will see me up again for a 5 day vacation. See you Guys!",16-Mar-11,miksmartinez,0,8,,,,,
Travel and Leisure,"Baler, Aurora",,87,Hi! We will be going to baler this May. I would like to ask if which is better in terms of accomodation? Bahia de baler or Bay's inn. Bay's inn is cheaper but bahia de baler has good reviews. Hoping for your favorable response. Thanks in advance,21-Mar-11,bautista.73,0.01,43,,,,,
Travel and Leisure,"Baler, Aurora",,88,"^ i already tried both and yes, Bahia de baler has a better service, they also have more spacious room and great complimentary breakfast",22-Mar-11,Hisbenz,0.43,"2,007",,,,,
Travel and Leisure,"Baler, Aurora",,89,Is it safe for a lone female to travel to Baler?,22-Mar-11,_me_,0.02,96,,,,,
Travel and Leisure,"Baler, Aurora",,90,"Hi, Bahia is on a higher category compare to Bay's Inn speaking of accommodation. Bahia quarters is grand to compare with... But if you want fun, I believe Bay's Inn will offer you more. Bahia is a solemn place compare to Bay's Inn. Oh I almost forgot, Bay's Inn doent have hot shower...",23-Mar-11,miksmartinez,0,8,Hi! We will be going to baler this May. I would like to ask if which is better in terms of accomodation? Bahia de baler or Bay's inn. Bay's inn is cheaper but bahia de baler has good reviews. Hoping for your favorable response. Thanks in advance,bautista.73,,,
Travel and Leisure,"Baler, Aurora",,91,"Oh its safe going there. However, uhhhh it's more dependable if you will go along with me...(joke)",23-Mar-11,miksmartinez,0,8,Is it safe for a lone female to travel to Baler?,_me_,,,
Travel and Leisure,"Baler, Aurora",,92,"Hi, Bahia is on a higher category compare to Bay's Inn speaking of accommodation. Bahia quarters is grand to compare with... But if you want fun, I believe Bay's Inn will offer you more. Bahia is a solemn place compare to Bay's Inn. Oh I almost forgot, Bay's Inn doent have hot shower...",23-Mar-11,miksmartinez,0,8,"Is it safe for a lone female to travel to Baler?,<sep>,Hi! We will be going to baler this May. I would like to ask if which is better in terms of accomodation? Bahia de baler or Bay's inn. Bay's inn is cheaper but bahia de baler has good reviews. Hoping for your favorable response. Thanks in advance","_me_,bautista.73",,,
Travel and Leisure,"Baler, Aurora",,93,"I think its safe, contrary to what you hear about robbery, etc! ( sole case lang yun) Its a bit long drive/ travel but its worth it. Enjoy",24-Mar-11,Hisbenz,0.43,"2,007",Is it safe for a lone female to travel to Baler?,_me_,,,
Travel and Leisure,"Baler, Aurora",,94,"repost lang on baler, aurora surfing - http://letsgopinas.wordpress.com/200...-my-surfboard/ other destinations in baler - http://letsgopinas.wordpress.com/201...ond-the-waves/",29-Mar-11,archer07,0.29,"1,145",,,,,"http://letsgopinas.wordpress.com/2009/09/29/dude-wheres-my-surfboard/,http://letsgopinas.wordpress.com/2011/03/15/beyond-the-waves/"
Travel and Leisure,"Baler, Aurora",,95,wala bang magseset ng baler escapadae dito?,29-Mar-11,crazyKRIS,0.1,278,,,,,
Travel and Leisure,"Baler, Aurora",,96,"quite an important tip given to me by the driver of genesis bus. don't take the last bus trip of the day to baler. just in case the bus gets stranded, there is no other bus to pick up the stranded passengers. safer to take the earlier trips of the day.",29-Mar-11,archer07,0.29,"1,145",,,,,
Travel and Leisure,"Baler, Aurora",,97,@Hisbenz- thanks for the assurance that its safe to travel there @archer07- thanks for the tip I'll keep that in mind @miksmartinez and crazyKRIS- I'm planning to go there this coming saturday your both welcome to join me,29-Mar-11,_me_,0.02,96,,,,,
Travel and Leisure,"Baler, Aurora",,98,"weeee. yan lang conflict ko, di ako pede ng sat. sun-mon lang ako pwede T_T sad.",30-Mar-11,crazyKRIS,0.1,278,@Hisbenz- thanks for the assurance that its safe to travel there @archer07- thanks for the tip I'll keep that in mind @miksmartinez and crazyKRIS- I'm planning to go there this coming saturday your both welcome to join me,_me_,,,
Travel and Leisure,"Baler, Aurora",,99,"Thanks! another question, how much would be the tour (incase we rented a jeep or trike)? Thanks in advance",30-Mar-11,bautista.73,0.01,43,"Hi, Bahia is on a higher category compare to Bay's Inn speaking of accommodation. Bahia quarters is grand to compare with... But if you want fun, I believe Bay's Inn will offer you more. Bahia is a solemn place compare to Bay's Inn. Oh I almost forgot, Bay's Inn doent have hot shower...",miksmartinez,,,
Travel and Leisure,"Baler, Aurora",,100,"P15 to P20 is the range of fare tricycle depends on what destination you will go. I'll be coming back again next month April 2nd week. I never tried to ride a jeep. Pwede ata to rent a jeep when you go to some different greats places like Ermita hills, mother falls etc..",30-Mar-11,deadconcept,0.05,135,,,,,
Travel and Leisure,"Baler, Aurora",,101,I suggest you rent somewhere near Bay's Inn para hindi kayo mahirapan pag lalabas sa gabi pag may bibilhin kayo food and drinks. Since free naman and andun ang mga tropa we stayed the remaining days in Trezzo Very cheap place but more importantly the place is totally secured. Mabait ang caretaker and may kitchen and internet connection (Just ask nicely) Kung hindi naman kayo maarte sa place at gusto nyo sa beach front na cheaper price you can try Amihan or Aliya. Usually ito yun mga transient na tinutuluyan ng mga foreigners/professional surfers. Good advice is when you go out far away or mag-swim sa beach kelangan may kasama kayo na local. For safety,30-Mar-11,deadconcept,0.05,135,,,,,http://www.facebook.com/people/Trezzo-Baler/100001976585019
Travel and Leisure,"Baler, Aurora",,102,"I was bored in the city so I thought of going to Baler last Feb. I say it's one of the most amazing places to see. On the Road I took the first Genesis Bus trip at Cubao around 530am. Adventure started on the road along Sierra Madre. If you like mountainscape, then you'll love the area when you reached the Pantabangan Dam, the Sierra Madre mountain ranges, and there's a small dam near Nueva Vizcaya. It took me an 8-hour bus drive! I never expected the route will be via Nueva Vizcaya. The driver told me that they don't take the Cabanatuan-Baler road as it's more prone to landslide and road is more steep. But the view is great. Day 1: First surfing lesson Charlie Does offers an inexpensive tutorials for first-time surfers. I think it was just P400 per hour. Though I didn't get to balance my feet on the waves that much (20 out of 100 attempts!) the whole experience will always be memorable. The tutors are friendly and very patient. Stay at Bahia de Baler Though it's more expensive than Bay's Inn, a P2000 pax/night won't hurt that much. I think my expectation was low before I get there, that's why I was impressed by their facilities and services -- not expected of a hotel from a far-flung town. However, I always eat at Bay's Inn. If you're a lone traveller, I'm sure you'll meet new friends there. Day 2: Baler Tour In Charlie Does, they offer not only surfing lessons, but also tour services. They offer P500 for half day, and P800 for whole-day tour. I chose just the half-day tour, and riding on a tricycle, I toured the must-see spots of Baler: - Ermita Hill - Tromba Marina - Baler Fishport - Lukso-Lukso Islets - Cemento Beach - The oldest Balete tree - Baler Church Going Back to Manila Hopped in the 130pm schedule of Genesis to Manila. Arrived in Manila around 830pm. Conclusion I will definitely go back to Baler. I think its better to go here during the cold months than during summer.",30-Mar-11,freethinkee,0.03,72,,,,,
Travel and Leisure,"Baler, Aurora",,103,Hello! My family's planning on heading to Baler on April 22&23. We still haven't found a place to stay at because Bahia de Baler is already fully booked. It's quite difficult to look into other resorts and lodgings because the information and photos are a bit limited. Any recommendations? Somewhere preferably within the Sabang Beach vicinity. Thank you,31-Mar-11,littlemoggle,0,2,,,,,
Travel and Leisure,"Baler, Aurora",,104,"Try calling Bay's Inn @ 09189266697 for reservation... However, Bahia & Bay's Inn have the same management. look for Phia...",5-Apr-11,miksmartinez,0,8,Hello! My family's planning on heading to Baler on April 22&23. We still haven't found a place to stay at because Bahia de Baler is already fully booked. It's quite difficult to look into other resorts and lodgings because the information and photos are a bit limited. Any recommendations? Somewhere preferably within the Sabang Beach vicinity. Thank you,littlemoggle,,,
Travel and Leisure,"Baler, Aurora",REVO w/ Driver For Hire/Rent (10 Seater),105,"[QUOTE=miksmartinez;55341048]Try calling Bay's Inn @ 09189266697 for reservation... However, Bahia & Bay's Inn have the same management. look for Phia...[/QUOTE Announcement: REVO For Hire bound from Manila to Aurora Baler this Holy Week at 2,500 / Day w/ Driver. Good for 10 Pax. Please call 09178672892 *okay *",5-Apr-11,miksmartinez,0,8,,,,,
Travel and Leisure,"Baler, Aurora",,106,"Hi Kate: Thanks for the invite, however, I'm planning to be there this holy week. Hope to see you and Kris around. Mwahhhh",5-Apr-11,miksmartinez,0,8,"Try calling Bay's Inn @ 09189266697 for reservation... However, Bahia & Bay's Inn have the same management. look for Phia...,<sep>,@Hisbenz- thanks for the assurance that its safe to travel there @archer07- thanks for the tip I'll keep that in mind @miksmartinez and crazyKRIS- I'm planning to go there this coming saturday your both welcome to join me","miksmartinez,_me_",,,
Travel and Leisure,"Baler, Aurora",,107,"Sorry, I dont have idea. However, people around are friendly. and once they have given you figures, try to bargain. Baler is a small town and need not much petrol to go jaunting.",5-Apr-11,miksmartinez,0,8,"Thanks! another question, how much would be the tour (incase we rented a jeep or trike)? Thanks in advance",bautista.73,,,
Travel and Leisure,"Baler, Aurora",,108,"finally, my next destination, hehehe !!",7-Apr-11,granslime_28,0.99,"2,736",,,,,
Travel and Leisure,"Baler, Aurora",,109,Kelan ka pupunta? sama kami,7-Apr-11,_me_,0.02,96,"finally, my next destination, hehehe !!",granslime_28,,,
Travel and Leisure,"Baler, Aurora",,110,"^^ weekend getaway lang this may, actually di ko din kilala halos yung mga kasama ko ... ako lang pinagkatiwalaang mag-organize .... kinuha ko na yung ganung duty kesa masayang yung moments ko dun, lolz !! it seems like di kaya ng weekend lang unless amazing race, hmmm!!",7-Apr-11,granslime_28,0.99,"2,736",,,,,
Travel and Leisure,"Baler, Aurora",,111,Yup kaya to ng weekend lang...kahit wlang IT pede,7-Apr-11,freethinkee,0.03,72,"^^ weekend getaway lang this may, actually di ko din kilala halos yung mga kasama ko ... ako lang pinagkatiwalaang mag-organize .... kinuha ko na yung ganung duty kesa masayang yung moments ko dun, lolz !! it seems like di kaya ng weekend lang unless amazing race, hmmm!!",granslime_28,,,
Travel and Leisure,"Baler, Aurora",,112,"^^ nice kung gayon, hehehe !! thanks po",7-Apr-11,granslime_28,0.99,"2,736",,,,,
Travel and Leisure,"Baler, Aurora",,113,"sino pupunta ng end of april? gusto ko pumunta kaso wala kasama. SAMAHAN NYO KO , LOL!",8-Apr-11,crazyKRIS,0.1,278,,,,,
Travel and Leisure,"Baler, Aurora",,114,"Hi Guys! We are hosting a trip to Baler on April 30-May 1 weekend. Explore Baler with new found friends! Budget is P2700 inclusive of transpo from manila, surfing, accommodation, etc. for complete trip details and itinerary contact: ANYWHERE PHILIPPINES Email: [email protected] Hotline: 0917.518.TRIP ( 8747) ; 0908.892.2570 Facebook Group Page: Anywhere Philippines Facebook Fan Page: www.facebook.com/anywherephilippines Website: http://www.anywherephilippines.com",8-Apr-11,anywherephils,0,12,,,,,"/cdn-cgi/l/email-protection#94f5faede3fcf1e6f1bae4fcfdf8e7d4edf5fcfbfbbaf7fbf9,http://www.facebook.com/anywherephilippines,http://www.anywherephilippines.com"
Travel and Leisure,"Baler, Aurora",,115,I just 'liked' this in FB. I'll definitely join one of your trips!,8-Apr-11,freethinkee,0.03,72,"Hi Guys! We are hosting a trip to Baler on April 30-May 1 weekend. Explore Baler with new found friends! Budget is P2700 inclusive of transpo from manila, surfing, accommodation, etc. for complete trip details and itinerary contact: ANYWHERE PHILIPPINES Email: [email protected] Hotline: 0917.518.TRIP ( 8747) ; 0908.892.2570 Facebook Group Page: Anywhere Philippines Facebook Fan Page: www.facebook.com/anywherephilippines Website: http://www.anywherephilippines.com",anywherephils,,,
Travel and Leisure,"Baler, Aurora",,116,"would like to go there, still thinking/deciding if its on April 31-May1. these are the places i would like to visit: Old tree(Balete) Museo de Baler Dicasalarin Cove (is it possible? can anyone tell me how to go there? how much is the rent of the boat? great view...fantastic!) Baler Church Lukso lukso islets then surfing, san ba beach madalas ngsusurfing? ayos na ba ang 1-2 hours na surfing if im just a newbie/beginner in surfing...? where i can find a surf instructor and surf board rental? is 3k enough for this trip (2days and 1 night) ok ba mag solo dito, female here. thanks...",8-Apr-11,mozilla,0.37,"1,185",,,,,
Travel and Leisure,"Baler, Aurora",,117,"Try Charlie Does for your surfing lessons..500 per hour ata...mababait naman yung mga instructors, and di ka naman mahiiya kasi may makakasabay ka naman na mga beginners din.",8-Apr-11,freethinkee,0.03,72,"would like to go there, still thinking/deciding if its on April 31-May1. these are the places i would like to visit: Old tree(Balete) Museo de Baler Dicasalarin Cove (is it possible? can anyone tell me how to go there? how much is the rent of the boat? great view...fantastic!) Baler Church Lukso lukso islets then surfing, san ba beach madalas ngsusurfing? ayos na ba ang 1-2 hours na surfing if im just a newbie/beginner in surfing...? where i can find a surf instructor and surf board rental? is 3k enough for this trip (2days and 1 night) ok ba mag solo dito, female here. thanks...",mozilla,,,
Travel and Leisure,"Baler, Aurora",,118,anong mga provinces madadaanan papunta dito? planning to go there this May.,13-Apr-11,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,119,"^^ bulacan, pampanga, nueva ecija",13-Apr-11,granslime_28,0.99,"2,736",,,,,
Travel and Leisure,"Baler, Aurora",,120,"ic, salamat! magbabasa uli ako for more info.",13-Apr-11,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,121,"Depende...if u will commute via genesis bus dadaan sya ng sctex, so Manila-Bulacan-Pampanga-Tarlac-Nueva Ecija-Nueva Vizcaya-Aurora But if you have your own ride: You could have the route Manila-Bulacan-Nueva Ecija-Aurora",13-Apr-11,freethinkee,0.03,72,anong mga provinces madadaanan papunta dito? planning to go there this May.,purpleheadd07,,,
Travel and Leisure,"Baler, Aurora",,122,"does anyone of you have tried the Trezzo Inn, san siya banda, it's in brgy. Zabala raw, malayo ba yun sabang beach, Bay's Inn and Bahia de Baler, malayo ba yun sa babaan ng bus sa Baler? kung pauwi na, let's say around 5 or 6 pm, may masasakyan pa ba Bus from Baler to Manila? thanks...",13-Apr-11,mozilla,0.37,"1,185",,,,,
Travel and Leisure,"Baler, Aurora",,123,"I think 3pm is the last trip of Genesis bus from Baler to Manila. But you can double-check in their website. In case you missed the bus' last trip, there are other liners and mini-van going to Cabanatuan. From Cabanautan, there are plenty of bus liners to choose from going to Manila.",13-Apr-11,freethinkee,0.03,72,"kung pauwi na, let's say around 5 or 6 pm, may masasakyan pa ba Bus from Baler to Manila? thanks...",mozilla,,,
Travel and Leisure,"Baler, Aurora",,124,samahan nyo ko 29-30 Baler,15-Apr-11,crazyKRIS,0.1,278,,,,,
Travel and Leisure,"Baler, Aurora",,125,"My Post about Baler, Bay's Inn and places to see in Baler. Baler",15-Apr-11,KingTriton,0.27,"1,680",,,,,http://pinoybyahero.blogspot.com/search/label/Places-Aurora
Travel and Leisure,"Baler, Aurora",,126,I just went to Baler last April 16-17.. http://packupanddrift.blogspot.com/2...er-i.html#more,26-Apr-11,graceymax,0.01,40,,,,,http://packupanddrift.blogspot.com/2011/04/photostory-of-baler-i.html#more
Travel and Leisure,"Baler, Aurora",,127,"fully booked ang Bay's Inn sa dates na gusto ko sana, ano ang alternative? namamahalan ako sa Bahia eh.",29-Apr-11,purpleheadd07,11.31,"52,370",,,,,
Travel and Leisure,"Baler, Aurora",,128,i want to go here sino pwede ng may 28 to 30?hehehe,30-Apr-11,kobe20,0.34,"2,159",,,,,
Travel and Leisure,"Baler, Aurora",,129,I wanna share my very first out of town trip DIY. Read it HERE .,3-May-11,waldner,0.18,481,,,,,http://www.dahilsayo.com/forums/entry.php/27-Baler
Travel and Leisure,"Baler, Aurora",,130,"me and my officemates will be here on this weekend on budget diy basis ... sa mga PExers this weekend, see you there",3-May-11,granslime_28,0.99,"2,736",,,,,
